frame_index,timestamp,time,nose_x,nose_y,nose_conf,left_eye_x,left_eye_y,left_eye_conf,right_eye_x,right_eye_y,right_eye_conf,left_ear_x,left_ear_y,left_ear_conf,right_ear_x,right_ear_y,right_ear_conf,left_shoulder_x,left_shoulder_y,left_shoulder_conf,right_shoulder_x,right_shoulder_y,right_shoulder_conf,left_elbow_x,left_elbow_y,left_elbow_conf,right_elbow_x,right_elbow_y,right_elbow_conf,left_wrist_x,left_wrist_y,left_wrist_conf,right_wrist_x,right_wrist_y,right_wrist_conf,left_hip_x,left_hip_y,left_hip_conf,right_hip_x,right_hip_y,right_hip_conf,left_knee_x,left_knee_y,left_knee_conf,right_knee_x,right_knee_y,right_knee_conf,left_ankle_x,left_ankle_y,left_ankle_conf,right_ankle_x,right_ankle_y,right_ankle_conf
42,1.78E+12,2.149,378.8305969,66.2073822,0.995527089,394.0250244,53.67527771,0.989819109,367.8545227,53.29566956,0.970276535,417.3980103,60.94015503,0.891757727,355.3842163,58.81463623,0.542221725,432.0578003,129.5368652,0.99423331,342.4473572,126.5774384,0.989489496,411.0185242,210.58255,0.983298957,318.8235168,199.151123,0.939547479,317.9567871,191.3004456,0.972981513,285.1915283,181.9238892,0.934876323,412.4544678,333.1820679,0.991045296,345.369751,329.7696838,0.986564636,433.8655396,459.6045532,0.632241488,346.0579834,451.8121338,0.52742964,444.2174072,480,0.050210193,343.0020142,480,0.039469067
43,1.78E+12,2.242,376.4140015,65.62886047,0.994686961,392.14328,53.28781128,0.989947379,365.8297729,52.5693512,0.960119665,416.4647522,60.86956787,0.906440496,354.6543579,57.76347351,0.454292685,429.2877197,128.8601685,0.994161427,343.9743652,124.9977875,0.984463215,407.0467529,209.1703491,0.98474437,321.2197876,195.8960876,0.91026932,315.0150452,192.4564667,0.97315979,283.819397,179.6423187,0.909403086,410.447998,333.1613159,0.990911961,346.2478027,329.4783325,0.983399689,434.0158691,462.7011719,0.631172657,351.2150879,454.4355164,0.48135829,445.9062195,480,0.05017668,348.5012512,480,0.035374381
44,1.78E+12,2.288,374.7579956,66.43269348,0.994404674,390.8096619,54.13568115,0.990019083,364.2302551,53.39579773,0.956375957,415.7469788,62.10568237,0.912099183,353.6507263,58.90382385,0.42839247,428.1875916,130.0049286,0.994049549,343.7355652,126.5901337,0.982755005,405.0797424,209.9590759,0.984764636,321.0772095,198.4474487,0.898816347,311.8727417,190.6463013,0.972700357,282.1954956,180.8146973,0.899940193,410.247406,334.8294067,0.990348935,346.9881287,331.3832703,0.981570303,434.8153381,465.182251,0.612947643,356.0812073,456.8770447,0.452757239,447.0916443,480,0.046389673,355.6008911,480,0.03203921
45,1.78E+12,2.335,370.6683044,64.84428406,0.99304235,386.5407715,50.73825073,0.991997421,359.3563843,52.66841125,0.921374261,414.1305237,57.59274292,0.947783172,349.5117188,60.7444458,0.194999158,428.2180176,127.7962646,0.994130671,345.5968018,127.2061615,0.976428986,408.8985901,210.8975983,0.989038229,316.4049377,192.8117676,0.883554339,313.4379578,196.7999268,0.983835578,276.0809937,180.7693634,0.906697571,406.8562622,331.8278198,0.993958712,345.4618835,329.6339722,0.984989882,430.6012573,451.1435852,0.781895995,353.4324951,446.8864746,0.592073977,447.8792419,480,0.110052288,351.9839783,480,0.069044329
46,1.78E+12,2.382,370.555481,63.6598053,0.993382931,386.321991,50.18006897,0.992055833,359.9590759,51.89541626,0.925455153,413.7234497,58.27444458,0.94925034,350.7848206,60.84268188,0.19832103,429.1602783,128.4583435,0.993878841,344.9375916,127.1161804,0.98027128,410.9871521,209.6060638,0.988785148,310.9307556,188.2569275,0.908113122,315.5853882,196.3375854,0.983865559,267.0020752,175.5664368,0.922262847,408.2343445,331.9465027,0.993981659,345.5028687,329.2601013,0.986626208,430.6965942,454.6207886,0.750191867,349.7507324,449.5256653,0.572433233,448.9961548,480,0.086549997,346.6116943,480,0.05745266
47,1.78E+12,2.428,371.5816956,62.59394836,0.993221283,387.374939,49.12171936,0.991733432,360.8582153,50.94239807,0.927853644,414.4205322,57.90490723,0.947515309,351.1970215,60.75010681,0.207763761,430.3373413,129.6376343,0.993413746,343.5953064,128.1390686,0.97938776,413.9495239,211.2437439,0.987329721,308.6040955,188.2664795,0.901036143,317.3439941,196.7378235,0.982511878,266.0246582,174.4978333,0.917856157,408.0465393,334.7993164,0.992871463,344.6656799,332.1700745,0.984383941,429.9231873,455.8499756,0.71808362,353.7444458,450.6277466,0.535486817,446.8565674,480,0.075864181,354.5286255,480,0.050541494
48,1.78E+12,2.475,372.2831421,62.77604675,0.993177652,387.795105,49.39216614,0.991460443,361.6679993,51.42727661,0.930891931,414.7588501,58.24957275,0.946921587,352.1357727,61.70291138,0.220260084,432.072113,129.8654175,0.992829382,343.1963501,129.0038147,0.980959892,418.9377441,212.4238586,0.985249817,305.2385864,187.886673,0.907605469,322.1295776,199.4073792,0.979749322,263.3181458,170.2539368,0.918194532,408.0902405,333.9414673,0.992225409,343.2825623,331.3517456,0.984369516,427.9733582,458.4204102,0.685593069,348.8795166,453.5315552,0.515591681,446.1812744,480,0.064540744,348.4176636,480,0.044870511
49,1.78E+12,2.522,373.2125854,63.29489136,0.994659245,388.6395874,50.01046753,0.992155254,362.8272095,51.81382751,0.951654315,415.5444641,58.21820068,0.94719851,353.4338989,61.22525024,0.289415449,434.6333008,128.7868652,0.992356539,341.8898315,127.7432556,0.989307344,425.8284302,212.6374359,0.981130838,297.1894836,187.2952576,0.947383165,335.4485168,199.4616241,0.977119386,255.5364075,169.4955292,0.947228491,412.3064575,327.5462952,0.991642594,346.0001831,325.0734863,0.987922966,429.2050476,452.1383667,0.677437723,351.1033936,447.0585938,0.583780944,447.1873779,480,0.062325668,352.8046875,480,0.053281736
50,1.78E+12,2.569,375.4350281,64.60331726,0.995415092,390.6174011,51.00375366,0.992354155,364.4179688,52.79304504,0.962687552,416.5606689,58.06568909,0.939373493,353.5288391,61.23387146,0.353233099,435.4590454,128.3509369,0.99249649,342.1234741,127.1701508,0.991289377,432.0122681,212.4313965,0.979090571,298.8844604,188.5018616,0.955331445,347.5419006,198.228241,0.976007879,257.7678833,172.4542999,0.953919709,412.7943115,325.3369446,0.991350293,346.795166,322.8348083,0.988714159,428.6932678,445.202179,0.701987505,352.1496582,439.8443909,0.635456681,445.5675659,480,0.0749138,355.0415955,480,0.067892723
51,1.78E+12,2.616,376.7522583,64.16697693,0.995112479,391.9891052,50.41670227,0.991767526,365.6837158,52.31604004,0.959670007,418.1415405,57.72576904,0.935020149,354.791626,61.10855103,0.33406508,437.5562134,128.8769073,0.992039919,343.0777283,127.2834015,0.990308583,436.7705688,213.8258209,0.979692161,299.9293518,189.5462646,0.954236388,352.927002,197.3189697,0.977802634,259.7095947,172.7707977,0.954869866,412.3427734,328.3559265,0.990412652,345.5361328,325.4056396,0.987242341,427.2232666,448.7990723,0.659694016,349.2794189,442.8656921,0.584183216,444.6074829,480,0.058990408,351.4728088,480,0.052458178
52,1.78E+12,2.663,379.0453491,65.24879456,0.995691597,394.4396362,51.14535522,0.991517842,367.5435486,52.96507263,0.968798041,420.352417,57.95011902,0.922620535,355.7755432,61.1486969,0.405233324,439.7585449,129.2376556,0.990225494,345.0645752,128.8296204,0.993324816,442.5827332,214.4782715,0.972458422,301.2103882,193.305603,0.969706059,362.7961121,200.144104,0.972668231,256.3952026,175.1834412,0.966801941,417.1116333,332.1095581,0.989936829,350.3688354,329.3472595,0.990071654,426.9197388,455.4390564,0.634289861,348.5450134,449.637085,0.622540891,443.4185791,480,0.053156409,349.2167969,480,0.056077018
53,1.78E+12,2.71,386.5890503,63.70394897,0.995749474,401.7996216,49.53504944,0.989760458,374.8981018,52.18244934,0.976364911,427.4992981,57.55841064,0.905826151,363.4835205,62.52342224,0.530159593,451.9450073,128.6303711,0.985773146,349.9838562,132.2875977,0.996154368,463.6016846,216.2092743,0.948279977,302.3351135,200.2713623,0.982465982,386.6925049,202.9847107,0.955800593,256.7453918,171.7342377,0.976218343,428.3886719,332.9169922,0.982725978,358.8801575,331.2793274,0.989528716,429.0255737,445.4267578,0.514558971,353.0692139,441.7586365,0.617430627,436.1380615,480,0.037693501,353.0606689,480,0.053859111
54,1.78E+12,2.757,388.3852234,64.80459595,0.995774209,402.8877563,50.08320618,0.989006996,376.1836548,53.1169281,0.977391124,427.4303284,56.76446533,0.889193773,363.7286377,62.87133789,0.548363984,453.3745117,127.1849213,0.985759795,349.941803,131.9270935,0.996208429,469.0073242,215.8908691,0.94873184,303.6959229,201.6505127,0.983351409,393.2262268,202.8672791,0.958137393,257.8945618,172.4488373,0.978033483,428.4943237,330.8449707,0.980670929,358.1041565,329.5669556,0.988426864,428.9884949,429.4832764,0.54544878,349.6133728,426.5710144,0.650379002,433.7687988,479.9938354,0.047689602,348.2858887,477.4742737,0.068179384
55,1.78E+12,2.804,388.833252,64.2177887,0.99569869,403.4581909,50.13249207,0.988947511,377.2117004,52.59906006,0.97660017,427.803833,58.08876038,0.895947814,365.3781433,62.69734192,0.561570227,454.9417725,129.1662598,0.986604273,351.4152832,133.1574097,0.996517301,471.6205139,215.046463,0.947856009,304.2220459,200.9971008,0.983400047,398.4472046,201.9340057,0.95726651,258.1666565,171.9924622,0.97797811,434.415741,330.8106079,0.981946528,365.2449646,329.3677673,0.989403963,429.6637573,435.2897339,0.550175548,358.5936584,431.7176819,0.657858014,430.8988953,480,0.045668002,360.3902893,480,0.06629096
56,1.78E+12,2.852,389.4841309,64.35346985,0.996195674,403.8361816,50.12174988,0.989652216,377.2684326,53.03800964,0.980223417,427.5763245,58.07530212,0.8947981,364.6001892,63.77322388,0.609116554,455.1009521,129.7232971,0.987816989,351.1664429,134.478363,0.996899128,474.6903992,215.1482849,0.94954443,304.4659424,201.7530823,0.984486878,402.9544067,202.5109406,0.957612157,257.7174683,172.8479156,0.978846192,435.1012573,333.9614563,0.98332423,365.963623,333.0080566,0.990320146,432.3339844,443.3127136,0.526130974,362.5717773,440.3374939,0.639595151,433.427948,480,0.038717255,364.0317383,480,0.0566958
57,1.78E+12,2.899,387.5122986,65.49954224,0.997931957,402.3350525,51.75218201,0.994719863,375.157135,52.92857361,0.98640281,427.2645569,60.49882507,0.946271956,361.1437988,63.19831848,0.542476892,453.1270447,134.4626007,0.994102776,353.1549988,132.7181091,0.997632623,480.0396729,220.5140839,0.977931678,297.2138367,194.0795593,0.990402341,404.1790161,207.9734497,0.979486883,256.7453003,176.1385803,0.987201095,436.1929932,337.1943665,0.993229985,363.8746033,332.340332,0.995368242,440.5245056,458.6903687,0.650960863,337.0794678,446.2194519,0.70890218,468.8064575,480,0.050863866,318.2189941,480,0.065774567
58,1.78E+12,2.945,386.1464844,66.39407349,0.997883856,401.1616516,52.51571655,0.994820952,374.1181335,53.57290649,0.985533655,426.9190063,60.74537659,0.950264931,360.9368591,63.14830017,0.523865342,453.7650757,134.7333679,0.994285047,351.5678101,134.3795013,0.99766624,480.7653503,221.6285553,0.97829175,295.7394714,198.1954956,0.990164816,405.6028442,210.6630554,0.979738116,255.9832916,177.7214355,0.986964166,436.3052979,338.0652161,0.993509352,362.8590393,333.9570923,0.995491564,442.1628113,459.7942505,0.661131799,339.4222717,448.6885986,0.716452241,468.1165466,480,0.052781183,321.933197,480,0.068118967
59,1.78E+12,2.991,378.6760254,73.43968201,0.997747123,394.088623,58.90705872,0.994859815,366.1604004,60.52880859,0.984606147,421.3876343,66.25537109,0.954406261,353.715332,69.79896545,0.493961602,452.5853882,139.4769287,0.992969453,348.0355835,139.7453918,0.997351527,481.7519531,231.0083618,0.972827196,296.0067749,203.8306274,0.989394844,406.9257202,228.0788116,0.974638343,250.5055389,186.9416351,0.985662401,440.1697388,342.2864685,0.990714669,365.3136902,338.4411621,0.993984759,448.9639587,468.8604736,0.509456336,344.5926514,458.2180176,0.594342053,470.4620361,480,0.027160304,325.3403931,480,0.037779853
60,1.78E+12,3.038,377.7844543,76.4851532,0.996820092,393.5799561,60.17488098,0.993601143,365.2241211,63.09613037,0.975444853,422.2884521,65.68669128,0.937623382,354.531189,71.04153442,0.41301775,457.4242554,137.9372711,0.989293694,345.372406,140.5991516,0.995972097,480.677002,232.5240479,0.965965629,302.8627625,210.5872192,0.984058201,407.2105103,226.3779907,0.970621645,249.8429565,183.4431458,0.979775667,435.9603882,354.0471497,0.978804052,356.8510437,350.890686,0.985431612,439.8424377,436.8825073,0.406846195,329.1882019,431.8440857,0.485369712,442.5436096,480,0.025188681,314.0193481,480,0.034488019
61,1.78E+12,3.085,373.4731445,78.59516907,0.998152316,388.3162842,63.22210693,0.996163845,360.769043,65.41249084,0.984678149,416.4645081,69.31155396,0.961878717,348.6158752,73.71150208,0.444888532,453.881897,144.017746,0.994610071,340.5191956,140.3105316,0.99747026,479.7730713,240.3983154,0.977610767,291.3833618,202.2842102,0.989290535,408.8614502,229.7678375,0.974975228,248.0404053,186.9145203,0.982793212,439.5036926,353.5377502,0.989085495,356.5924377,348.0073242,0.992157936,447.5139771,444.8108215,0.600758672,317.2432861,434.0179443,0.664227545,466.9464417,480,0.052431758,296.4834595,480,0.0696816
62,1.78E+12,3.131,373.3999329,83.41981506,0.997527063,389.687561,66.38224792,0.995551646,360.2105103,69.4694519,0.979291379,419.323761,72.11386108,0.960080445,349.5073242,77.6758728,0.428755045,458.019043,144.1827087,0.990595341,345.7582092,144.2650452,0.997006714,479.6800537,242.3917999,0.963761032,299.378418,212.8566284,0.986824453,403.2550354,236.3856812,0.970553339,247.7523499,191.3033142,0.982959986,445.9172363,350.9813232,0.975352764,366.5749207,346.1880188,0.98493737,436.087738,416.8605957,0.45677793,320.4912415,408.9711304,0.557440758,441.3542786,480,0.036486432,304.7212524,477.182373,0.053736046
63,1.78E+12,3.178,369.1651611,87.11392212,0.997073412,384.9440002,70.58610535,0.995210826,356.3630981,74.69212341,0.975518703,416.0339661,73.82611084,0.963871479,347.7687988,81.62612915,0.403884023,452.6518555,145.404541,0.990885854,342.3692017,148.2970581,0.996120214,476.1074219,240.3950958,0.963367701,295.1844177,212.6986389,0.978758574,402.967041,242.065979,0.968107641,244.1364746,193.2185059,0.974271119,437.4206848,350.2705688,0.981300473,363.4229736,347.9610291,0.986238778,435.9903564,458.6062622,0.390931338,354.5523682,454.2157593,0.454137832,442.2487488,480,0.020092104,355.5721741,480,0.027198203
64,1.78E+12,3.224,366.5857544,91.35699463,0.997394562,382.5808105,74.76795959,0.995520353,353.6355591,78.10494995,0.978118777,412.8121338,78.38790894,0.964361429,344.3955994,84.46070862,0.422844946,450.0335693,148.509552,0.99114567,340.9124146,148.2379456,0.996592343,474.4497681,247.2748108,0.964267313,294.1654663,214.678772,0.982965052,401.2069702,245.6100159,0.969657183,242.6288605,196.8027039,0.978880346,438.6287231,351.7440491,0.977109015,364.3008423,347.858429,0.984394789,435.7987061,442.7133789,0.377588123,344.9158936,435.2783203,0.457318097,442.8282776,480,0.021239778,340.7533569,480,0.030169949
65,1.78E+12,3.27,365.0496826,95.48739624,0.997214258,380.6687927,78.10472107,0.995629549,351.6497192,82.19517517,0.974404693,411.7166138,79.71882629,0.96578151,342.7237549,87.66731262,0.36962831,448.8635559,149.1760712,0.990690112,341.013916,150.6550903,0.995690405,471.4354858,248.5535583,0.96629113,292.6136169,217.4785919,0.97904247,399.0727234,251.3149109,0.971214652,240.882019,200.5975647,0.975962996,437.2997742,354.2964783,0.975370765,363.5030518,351.1257324,0.981391072,432.6623535,444.7542725,0.355609953,341.1365356,439.1865845,0.407453895,443.0176392,480,0.019171169,336.9472046,480,0.025368677
66,1.78E+12,3.363,354.1236877,115.490387,0.996776879,368.6835938,97.57368469,0.994964361,338.833313,101.717865,0.968467295,398.3310547,95.51741028,0.956835687,325.3708496,104.2185211,0.327583522,440.1043396,161.901886,0.9934569,327.5072632,161.1394653,0.994096994,467.0184021,268.6273804,0.978222847,292.2046509,227.6785736,0.973036289,393.8486328,282.2122498,0.976939797,245.080246,218.1169739,0.969689012,436.3372803,353.9318237,0.983991802,357.5042114,350.1541748,0.983844995,434.6320801,449.9286804,0.531342685,324.962677,443.56604,0.519523442,443.9102173,480,0.038534731,316.6492615,480,0.042441241
67,1.78E+12,3.409,349.4269409,120.7460632,0.997521937,364.0902405,104.1291809,0.995036185,335.6789551,106.4372253,0.980244875,393.6058655,101.9246216,0.951988339,323.4551392,106.9185791,0.412390023,429.2568359,165.9254456,0.993189335,329.8639832,164.0131073,0.995826781,471.4719849,263.7219543,0.974071264,285.1707764,228.6335144,0.983087063,393.7331238,290.1229858,0.974374831,255.657608,226.586731,0.981303573,432.579895,359.0221558,0.986473322,360.7385864,354.9101257,0.989589751,447.9037781,474.5588989,0.412150055,346.7588806,462.3235168,0.465956539,479.5442505,480,0.021405853,332.4430847,480,0.027569707
68,1.78E+12,3.456,347.5022583,124.5358276,0.997679055,362.4960632,108.0534668,0.995490968,333.8267212,110.5007629,0.981900334,392.754364,106.3192444,0.957523227,321.9533081,111.8117523,0.436894774,430.0215759,168.0389709,0.993443727,325.8927307,170.576416,0.996429861,471.388916,265.4346924,0.973529994,286.8144531,239.021698,0.984888434,396.7330627,296.8885498,0.971329331,259.2598267,229.8525391,0.981072664,431.7450256,358.4012146,0.986331224,355.6646423,356.1311951,0.990058601,451.1143799,473.8308411,0.378525555,337.8509521,465.6587524,0.445729792,479.4899292,480,0.018552681,321.7270203,480,0.024806833
69,1.78E+12,3.549,343.5051575,131.7910156,0.997459829,358.1621399,115.0674133,0.995521069,329.6318665,117.8905182,0.979876816,388.1421814,112.1860046,0.957158864,317.5192871,118.5436859,0.414815694,426.6237793,172.2453308,0.993406415,322.6922913,175.7121277,0.994353294,470.3877869,270.8660278,0.973599672,291.0588989,244.9823151,0.973909736,394.7562866,311.9931641,0.968189299,266.2490234,238.407135,0.969586134,428.590271,363.9212646,0.980719268,352.6362305,361.8966064,0.982639313,447.6422424,478.0319824,0.280986935,335.0984192,470.9916992,0.296896487,474.3905334,480,0.012239741,320.9621277,480,0.014131054
70,1.78E+12,3.595,343.391449,136.155365,0.997467756,357.5106506,118.8404846,0.995053113,328.6691895,122.0135345,0.981156766,385.9543152,114.5627136,0.945754707,314.4944458,121.7384949,0.452141762,424.4653625,173.8005676,0.993763864,322.6736145,176.2923584,0.993903816,471.1008911,272.3511047,0.974327922,294.7922974,244.679718,0.971922636,397.0651245,317.5767212,0.968419313,270.2386475,247.6031952,0.968082905,430.355896,365.0146484,0.980786502,356.0592041,362.4331055,0.981902957,444.5111084,476.4508667,0.292945683,334.3946228,468.1863403,0.29858169,470.7733765,480,0.013389447,320.5231934,480,0.014728738
71,1.78E+12,3.641,342.5280457,139.5227661,0.99733752,356.2440796,121.9516296,0.995010972,327.3487244,125.7654724,0.979584932,384.5368958,117.1732178,0.944820762,312.86203,125.7003174,0.431946933,423.7745361,176.2722931,0.994073331,322.5749817,177.177597,0.992727518,470.0751953,274.7979431,0.976608276,294.8895264,243.340332,0.967009604,399.5045471,324.770874,0.969921112,273.5453796,256.0078735,0.964065313,431.0968018,365.9229126,0.981308281,357.4047241,362.9081116,0.980502188,444.9328613,476.5496826,0.301536322,335.7918396,467.9447021,0.28774786,471.7270508,480,0.014194388,322.4072571,480,0.014637174
72,1.78E+12,3.688,340.574585,142.3610535,0.997154713,354.3312378,125.0215149,0.995047867,325.8899536,128.2662506,0.976395607,382.6356812,120.0154877,0.945007443,311.3414917,127.1581116,0.388715297,422.9109497,179.0898438,0.994915366,318.9447021,179.0235138,0.990533471,469.2554321,277.1312561,0.981217146,294.2329407,246.5492401,0.95557493,400.2817993,333.1083374,0.972518742,274.9202576,265.1550293,0.952952027,428.3306885,371.4560852,0.983466685,351.7079163,367.9642334,0.978712678,444.9361572,480,0.315713286,326.7540283,472.456604,0.260313421,470.6860657,480,0.015129407,311.11026,480,0.013470842
73,1.78E+12,3.735,333.4199829,156.1074524,0.995641708,346.5064697,139.0943909,0.994478226,318.3769836,142.2844238,0.953381538,376.2884521,131.8010864,0.964792371,306.0826111,138.8125916,0.287803113,429.7318726,187.012619,0.995195091,314.7373657,184.6270752,0.992054462,462.3599243,291.0253906,0.979970813,298.3959656,254.3251953,0.954321921,406.2945557,356.3253174,0.971877813,271.3393555,293.5400391,0.94912833,443.5759583,342.4550781,0.984647393,365.6929932,338.3332214,0.980823278,436.9857178,433.6923218,0.633316994,336.5632935,426.981781,0.586495757,432.5318298,480,0.074252754,337.6594543,480,0.075384647
74,1.78E+12,3.782,332.7147827,159.6097107,0.99597162,345.6322937,142.0322266,0.994666696,317.2288513,145.2216797,0.956332684,375.3770752,133.9989929,0.963517427,304.380127,141.1156311,0.295859396,430.1074219,190.5649872,0.995256126,314.2846985,186.1249542,0.992556274,462.6470947,297.4939575,0.980137408,298.7124329,256.7488708,0.959503591,408.4449463,360.762085,0.972575068,272.4501343,297.2411804,0.95420748,443.6856384,346.4375,0.982767761,364.3622742,341.1100464,0.979450643,434.6918335,430.8162842,0.606882453,326.4317017,422.7442627,0.568204939,430.561676,480,0.068494156,324.3246155,479.8403931,0.070941217
75,1.78E+12,3.828,332.2879944,161.9856567,0.995980501,344.2221985,143.9889832,0.994434536,316.1679993,148.3564911,0.958267212,373.7925415,134.013916,0.960191548,303.2437439,144.0220795,0.317958772,427.7549438,190.9828339,0.995242476,314.2620544,189.078064,0.993051887,460.0205688,296.8572693,0.979395747,298.2162781,258.7273865,0.96073693,408.5635376,365.5556335,0.970959246,274.3574829,301.7501526,0.954665422,442.006073,348.2683716,0.985019803,365.2237549,344.6146851,0.982560694,435.9433899,442.7496338,0.603115559,337.4794922,437.4254761,0.573157191,432.7368774,480,0.063786343,338.7907715,480,0.067444392
76,1.78E+12,3.875,330.9806519,164.4397278,0.996069789,342.8909607,146.9177551,0.994431794,315.203949,150.9623871,0.958042324,371.531189,137.8549194,0.961172819,302.269989,146.840332,0.330069989,425.5303345,193.8161621,0.995831311,315.4892578,191.5843658,0.994269013,458.0730591,299.7582092,0.980956554,297.8899841,262.5790405,0.965497255,408.3628235,370.8435364,0.972117841,269.7796021,311.2464294,0.958893001,449.8720703,345.5949707,0.988801956,376.6759644,342.2468262,0.987380743,439.7127686,443.6555176,0.696201503,351.0899048,437.4953308,0.673801541,437.8045959,480,0.092747629,357.5042725,480,0.100204453
77,1.78E+12,3.922,329.0070801,166.4733582,0.996180415,340.3496704,148.8625793,0.994509518,313.4963684,152.9809113,0.960350752,369.5932617,138.2264404,0.960097253,301.547821,147.5606842,0.329798132,425.3096313,195.1361847,0.995109022,313.6394653,193.2307434,0.993975937,459.8897095,299.9982605,0.977174342,296.5364685,262.4342957,0.964386165,410.1668701,372.6027832,0.96706754,272.4415588,309.2913513,0.956386447,447.1941528,352.8762207,0.985076725,372.5216064,349.6782837,0.984108746,441.2688599,454.1845093,0.568416119,350.686554,448.4356995,0.559544802,440.3375854,480,0.053548891,357.1405029,480,0.060412437
78,1.78E+12,3.968,328.4249878,168.9082336,0.996322036,340.1293945,151.1149445,0.994466245,312.568512,155.3200684,0.964418232,368.9749756,141.3071594,0.957287073,299.5358276,150.6803741,0.360644102,424.3085938,198.9409027,0.994991362,311.1019287,196.4705505,0.993901968,459.2971191,304.836731,0.975900233,295.48172,267.134491,0.963896811,410.4169922,375.7370605,0.963587224,270.6829834,318.1987305,0.953475833,446.9263306,357.2766113,0.982048333,370.7602234,353.9274597,0.981117904,443.760376,456.6373291,0.487718672,348.0427856,450.1946716,0.481392562,444.3244934,480,0.03948158,354.8742065,480,0.044624239
79,1.78E+12,4.014,328.5815125,170.2327576,0.996496499,339.6874084,152.2832336,0.99447602,312.3331299,156.7992554,0.964979112,367.8826294,141.4371948,0.954976797,298.500946,151.7974548,0.368089765,423.1315308,197.3907013,0.995680809,312.3296814,195.5045929,0.994909227,458.1293945,305.8297424,0.979183018,295.4013672,268.2154236,0.969949722,409.8754883,379.9391479,0.967791975,268.3730774,319.02948,0.960282922,448.4608154,348.5682373,0.986814022,373.7005005,345.0790405,0.986391902,438.632019,445.8713989,0.628767371,341.21698,439.4794312,0.622166574,441.8907166,479.1990356,0.07138373,346.6488647,480,0.080233231
80,1.78E+12,4.109,324.9883118,175.9165955,0.996645749,336.7524719,158.1550903,0.994688034,308.877594,162.2632446,0.968001366,365.7507019,148.0875092,0.95789814,295.2068787,157.5596008,0.380217731,421.6310425,203.206543,0.995152593,308.5666199,201.4032593,0.995343506,458.8901672,310.2712708,0.974958479,291.688385,275.1673279,0.973098338,410.4686279,384.4243774,0.962075114,270.8959045,328.1697998,0.961404383,446.1968384,353.2733459,0.982837677,369.8638306,349.3960571,0.984322608,433.3704224,448.8130493,0.536131024,334.5842285,441.2372742,0.558597684,436.3175354,480,0.051230833,339.7296448,480,0.062378552
81,1.78E+12,4.155,323.7496643,177.3078156,0.996527374,335.6491394,159.3502502,0.994541705,307.5243225,163.8162842,0.967545092,365.0665588,149.4591675,0.957510829,294.2884827,159.4573364,0.382291019,421.32547,205.2943268,0.994686604,309.2010803,204.0409241,0.99513787,458.868103,311.7958374,0.97179091,293.5010071,276.9808655,0.971415937,408.9877319,384.204895,0.957969368,271.2020569,330.1243286,0.959385991,449.3989258,356.7168884,0.979869843,374.4272766,353.5195313,0.982111931,440.0093994,453.5838013,0.472581774,347.5566711,446.4332275,0.505358219,441.9922485,480,0.039960712,355.769104,480,0.050353151
82,1.78E+12,4.201,322.7516174,177.9119415,0.996658683,334.9347534,160.105545,0.995003283,306.5504761,164.3214417,0.96682024,365.1664124,150.2176819,0.963635504,293.4932251,159.9283142,0.356773853,423.1657104,204.7715149,0.995372832,306.8779602,202.3525543,0.995472848,460.2880249,313.3207703,0.97609359,291.8659668,276.1841431,0.97424072,410.3916016,386.1313782,0.963480115,272.1686401,329.7557068,0.962363482,446.703949,352.7232056,0.983911276,367.9858704,348.5179443,0.985295653,437.5462036,447.5362549,0.554597378,334.0707092,439.5516357,0.580806673,439.7346191,480,0.055125806,339.5538025,480,0.068343684
83,1.78E+12,4.247,322.3620605,178.5436707,0.996556878,334.7903137,160.7194824,0.99496609,306.1191711,165.0531311,0.965568721,365.2104797,151.2421265,0.964809299,293.1342773,161.0915222,0.352941811,422.083252,205.9779358,0.995450199,307.4996338,204.2311096,0.995497465,460.3674316,312.4278564,0.97638911,291.3394165,277.4151611,0.973675609,412.1233826,385.4672241,0.964353144,270.2663574,333.5055542,0.9619748,446.6756897,352.9564209,0.98475188,369.7517395,349.147644,0.985917628,436.4155884,447.7082825,0.578427494,338.5005493,439.8977356,0.601707876,439.2588196,480,0.061476246,345.8179932,480,0.075867675
84,1.78E+12,4.293,322.2827454,179.1238708,0.996547997,334.5016174,161.1910858,0.994885862,306.2240906,165.7129517,0.967096448,364.903595,151.7162933,0.962203026,293.7910461,161.8572083,0.357492119,422.5896606,207.6996155,0.994378626,307.3795166,206.515976,0.994867206,461.1996155,313.9664917,0.970709801,290.8415222,279.019165,0.970831335,410.7454224,386.8899231,0.955245554,269.7431641,331.7437134,0.956936419,446.8575134,364.0388184,0.976519048,369.2562561,360.4856567,0.979252517,439.5874939,458.1580505,0.39203319,340.7895508,450.7054138,0.427252233,440.872345,480,0.029166238,346.1085205,480,0.037258718
85,1.78E+12,4.386,322.6517639,178.5176086,0.996650994,334.0293579,160.2254181,0.994871914,305.8866882,165.7574615,0.968607426,363.6220703,149.4296722,0.958955586,292.6557007,162.1284332,0.373829484,420.9182739,203.6783752,0.994918883,306.5699768,204.1520538,0.99483645,460.2615356,309.8838501,0.974432051,289.0591431,275.8380432,0.971094072,412.3478394,386.2122498,0.958903432,268.3403931,329.4949646,0.957369208,444.0661011,360.5752563,0.980611503,366.8116455,357.8111572,0.981821716,437.7999878,455.5787048,0.442911804,336.5496216,449.8408813,0.464937568,440.4958191,480,0.03531988,339.3725281,480,0.043047857
