frame_index,timestamp,time,nose_x,nose_y,nose_conf,left_eye_x,left_eye_y,left_eye_conf,right_eye_x,right_eye_y,right_eye_conf,left_ear_x,left_ear_y,left_ear_conf,right_ear_x,right_ear_y,right_ear_conf,left_shoulder_x,left_shoulder_y,left_shoulder_conf,right_shoulder_x,right_shoulder_y,right_shoulder_conf,left_elbow_x,left_elbow_y,left_elbow_conf,right_elbow_x,right_elbow_y,right_elbow_conf,left_wrist_x,left_wrist_y,left_wrist_conf,right_wrist_x,right_wrist_y,right_wrist_conf,left_hip_x,left_hip_y,left_hip_conf,right_hip_x,right_hip_y,right_hip_conf,left_knee_x,left_knee_y,left_knee_conf,right_knee_x,right_knee_y,right_knee_conf,left_ankle_x,left_ankle_y,left_ankle_conf,right_ankle_x,right_ankle_y,right_ankle_conf
13,1.78E+12,0.699,401.215332,66.36228943,0.997386754,413.9238586,54.82948303,0.980082452,387.8246155,54.58169556,0.994338691,425.0063477,64.69407654,0.621035218,362.8127136,64.0009613,0.938196242,440.2642212,135.2783508,0.990834355,333.0838623,136.2160645,0.999087572,467.7374878,218.3874512,0.945347488,289.1097412,206.9536438,0.994858265,480.9244385,290.7475281,0.936694622,223.2151489,240.3671875,0.988540709,422.2267151,320.568512,0.993671656,352.084259,321.3101501,0.997612,426.9097595,451.4051514,0.663762212,348.5276794,455.9408569,0.820811093,423.7102661,480,0.056972913,353.9892578,480,0.094044909
14,1.78E+12,0.746,400.7286072,66.27622986,0.997643769,413.4034424,54.66775513,0.981807649,387.3027954,54.4433136,0.994832635,424.5224609,64.38777161,0.636960387,362.3422241,63.75198364,0.94253099,440.3982544,135.2282715,0.99187237,332.406311,136.1334534,0.999160767,468.0631104,218.8197784,0.949176013,289.2346497,206.77771,0.995052516,480.802002,292.166687,0.939305186,223.5370331,239.8470154,0.988800049,421.8950195,321.1524353,0.993846118,351.1436157,321.8950195,0.997637868,427.8033752,450.3296509,0.660466254,348.0941772,455.0461426,0.816934764,423.7803345,480,0.055382889,353.4779968,480,0.090787582
15,1.78E+12,0.793,400.9105835,66.18511963,0.99727267,413.3690186,54.67073059,0.978861809,387.6205444,54.41281128,0.994091332,424.0878601,64.55743408,0.612276912,362.7097778,63.8341217,0.93892628,440.2337341,135.5773163,0.990987957,332.6467896,136.0660095,0.999079823,467.8057251,219.3033142,0.945545256,288.4061584,206.7217102,0.994794428,481.6922913,291.7377625,0.934773207,222.059967,240.0941162,0.988144398,422.4288025,321.995636,0.993599534,351.9216919,322.5299988,0.997566581,426.8323364,452.4924927,0.64999491,347.0256348,456.9038086,0.810398459,423.1366577,480,0.053025454,351.778656,480,0.087060645
16,1.78E+12,0.839,400.9804077,66.10281372,0.997408092,413.4216003,54.69734192,0.979084849,387.7383728,54.31002808,0.994552195,423.9525757,64.64477539,0.607576132,362.7058716,63.61724854,0.94421351,439.8706665,135.5765991,0.991229415,332.5129395,136.0928497,0.999165893,468.5394287,218.5394135,0.944288552,288.9127502,206.6304932,0.995150447,482.0870056,289.933136,0.934725106,223.7236938,239.858551,0.988848805,422.5958557,320.9732056,0.993820488,352.5710754,321.6102295,0.997734427,427.1529541,450.6991272,0.670032442,349.9094543,454.9258118,0.829247117,423.3650208,480,0.058775343,356.3242798,480,0.09841308
17,1.78E+12,0.886,400.71521,66.09371948,0.99742341,413.2583923,54.53056335,0.979435205,387.3103943,54.2525177,0.994470358,424.0766907,64.52363586,0.61367631,362.2609863,63.81211853,0.942396343,440.1058044,135.6994324,0.991234243,332.1137085,136.6892395,0.999177039,467.4439087,219.5410919,0.946336508,287.8358459,208.1579285,0.995380044,481.2363892,290.5799561,0.937074244,221.978363,239.9850769,0.989376068,422.880249,322.4059143,0.993864954,352.1508789,323.2229309,0.99776125,427.4797974,452.9266357,0.653931797,347.9553223,457.6427307,0.818915486,423.3763428,480,0.052863143,352.8047485,480,0.08900702
18,1.78E+12,0.979,400.6195374,66.13711548,0.997240186,413.1765442,54.52818298,0.979129553,387.3241882,54.36282349,0.994032323,424.2280579,64.42596436,0.627553701,362.838562,63.89886475,0.93882972,440.4651794,135.9059906,0.990695596,332.8585205,136.4020996,0.999090195,467.8917542,219.9884491,0.942622721,288.4229126,206.9811707,0.994780719,481.4401855,292.4042969,0.93310225,223.9380341,239.5665894,0.98818469,421.7739258,322.3355713,0.993319273,351.6879578,322.8596191,0.997520387,425.0692444,454.4057617,0.639259934,348.4433594,458.9190063,0.807142913,420.5136414,480,0.050352436,354.1625366,480,0.084376425
19,1.78E+12,1.026,401.1416321,66.03556824,0.997627795,413.7037048,54.62243652,0.981178701,387.7243042,54.19441223,0.994838417,424.5673828,64.77592468,0.62308073,362.5774536,63.70747375,0.943856299,440.3016663,135.8605347,0.991784453,333.0734863,136.3670654,0.999185264,467.5733337,219.3929443,0.948399723,289.8144836,207.3378906,0.995306551,481.0401917,291.1307068,0.937777698,225.1123352,239.4967804,0.989139915,423.4546814,321.903595,0.993848264,352.8705139,322.5614929,0.99769932,429.5299683,450.7023621,0.653232932,348.5129395,455.1410522,0.815820158,425.522583,480,0.05372737,351.9765015,480,0.089459807
20,1.78E+12,1.073,401.2672729,66.02302551,0.997594416,413.8649292,54.45613098,0.981758058,387.885376,54.20613098,0.994725525,424.9476013,64.29847717,0.643397689,363.0224304,63.63139343,0.942619145,441.2329407,135.4939117,0.991793811,332.9024048,136.3751526,0.999163508,468.7543335,218.9026794,0.947394907,288.5170593,207.2501831,0.994934261,481.5022583,290.6009521,0.936487138,223.5138855,240.3300171,0.98834151,423.8496704,321.9940186,0.99374795,352.8631592,322.7714844,0.997615814,428.8661804,451.6731567,0.653854907,348.7347412,456.2491455,0.812908232,425.722168,480,0.054091986,354.5116577,480,0.08898247
21,1.78E+12,1.119,401.3354492,66.18862915,0.997302532,414.159668,54.67388916,0.979426622,388.0028076,54.28723145,0.994275868,425.3085022,64.75314331,0.625209868,363.079895,63.76364136,0.940642893,441.3382568,135.9473877,0.990705192,332.3659668,136.6710815,0.999108374,468.5768433,219.0343628,0.941644728,288.7343445,207.429245,0.994774163,481.3319092,289.9462891,0.931465387,222.5646362,240.5071411,0.987958014,422.5912476,322.1576843,0.993317604,351.4071045,322.7557983,0.997532845,426.8031921,453.3883362,0.639891922,347.9779663,457.7671509,0.80810684,422.3022461,480,0.051288713,354.6966553,480,0.086009078
22,1.78E+12,1.166,401.5089111,66.10289001,0.997453392,413.7584229,54.47418213,0.980018675,388.2451172,54.38705444,0.994400918,424.276123,63.82672119,0.62237525,363.3113403,63.53829956,0.942493856,440.6123657,134.6864014,0.992309093,332.3717346,135.9504395,0.999123394,468.8084106,218.4731598,0.951838851,287.2897034,207.7513733,0.994706094,481.9760742,290.9230042,0.940044165,221.1735992,242.5966187,0.987952173,422.0284424,321.6578064,0.994203508,351.1730957,322.6409912,0.997652948,428.4111938,451.5224609,0.668621302,348.4299011,456.4490356,0.814474046,425.0357056,480,0.056195486,353.7817993,480,0.088675953
23,1.78E+12,1.212,401.4513245,65.79420471,0.997690201,413.9999084,54.43914795,0.982343256,388.1877441,53.91812134,0.994945467,424.8616943,64.62716675,0.643989384,363.2698669,63.41928101,0.944372118,440.84375,136.0315857,0.991799355,333.2025757,136.8178101,0.999185741,468.18396,218.2267456,0.945874691,287.9130554,207.2819824,0.994967878,482.8378906,290.4432068,0.934506714,222.1283264,241.1398468,0.988346756,424.5457153,320.9171753,0.993483722,354.1162415,321.7507324,0.997550547,429.3102112,448.7088013,0.656193793,350.0108948,453.2657776,0.816483855,425.5702515,480,0.05634306,355.5491943,480,0.093389146
24,1.78E+12,1.258,402.2766418,66.938797,0.998609304,414.624054,55.35043335,0.98763752,388.6890259,54.68766785,0.996907532,425.9768677,64.73678589,0.66011095,362.5675659,63.6428833,0.954558432,443.8739624,133.7138977,0.995320857,330.4346008,136.5301819,0.99921155,472.2230225,217.1551819,0.966672599,284.0640869,207.9868774,0.994868398,479.5391541,291.069397,0.95778209,223.8223267,240.3714294,0.989680469,426.9996643,316.5334778,0.995150924,352.0944824,317.8400879,0.997660875,431.5960388,445.3390503,0.710433304,344.7028198,450.0539551,0.815988719,425.4112854,480,0.061653655,342.8196411,480,0.084965006
25,1.78E+12,1.305,401.5587769,65.96426392,0.998482645,414.4540405,54.75848389,0.988366306,388.1643066,53.89216614,0.996343911,426.7183838,65.18563843,0.71455425,362.9248657,63.70959473,0.943621695,444.8172913,133.3998413,0.995212555,331.1554565,136.7259064,0.999173701,475.1359558,214.436615,0.968075335,285.6537781,205.5613098,0.994726717,482.5086975,289.764679,0.959797621,226.4835663,233.5083618,0.989475965,427.0794067,315.5687561,0.995307267,352.071991,316.9291382,0.997696698,431.8477783,443.3546753,0.720586717,345.1635437,448.1981201,0.822011232,426.9769287,480,0.065738134,344.6072083,480,0.091251314
26,1.78E+12,1.351,401.2243042,66.09484863,0.998437464,414.1479492,54.62115479,0.988462865,387.7253113,54.03858948,0.996091306,426.6819458,64.50323486,0.724945724,362.7074585,63.63119507,0.940121591,444.5767212,132.6389923,0.995533109,331.1651306,136.6078186,0.999139309,475.889801,213.0939484,0.970601082,285.7240601,205.5505371,0.99439019,485.559021,287.3570251,0.962555528,226.6815033,232.5760651,0.989049792,425.7319946,315.3118286,0.995639324,351.2963867,316.9963684,0.997733474,430.3010864,442.4960022,0.739545941,346.1782532,448.0135498,0.828730464,424.7237244,480,0.07179945,346.3712463,480,0.096500784
27,1.78E+12,1.398,399.7580566,65.61134338,0.998394191,412.7669678,53.91308594,0.988896132,386.5038757,53.66963196,0.995841444,426.0153198,63.37788391,0.758122623,362.5684814,63.20968628,0.936353445,445.6330566,130.8855896,0.995679975,330.5527649,137.3544922,0.999235034,480.7816772,210.3250732,0.970583558,284.4238281,207.3016663,0.994834423,491.8287354,283.7271423,0.962834954,225.8513794,229.4330292,0.98951602,427.0654907,313.0427551,0.995828211,352.0458374,315.7053833,0.997918189,430.7696838,438.5881958,0.755908012,347.486969,445.4746704,0.846569896,424.5518188,480,0.079339713,348.9169312,480,0.110226996
28,1.78E+12,1.446,399.1056824,65.44706726,0.998384714,412.4899902,53.974823,0.989794016,386.0635986,53.41595459,0.995612264,426.3294067,64.21980286,0.784780383,362.5727539,63.31777954,0.928950131,446.2385254,131.8896637,0.995617986,330.2917175,137.9279785,0.999149919,482.8019409,210.0731506,0.970829546,283.8587646,206.3599548,0.994226396,493.0655518,281.3587952,0.963098466,228.0589294,223.9814148,0.988541603,426.5844727,313.9973145,0.995449007,350.6325684,316.3851318,0.997623265,430.7445984,441.0601807,0.727507472,345.2139282,447.5254822,0.820408344,425.3827515,480,0.067720532,345.2954712,480,0.092622474
29,1.78E+12,1.54,397.8415833,65.4637146,0.9982692,411.1668396,54.15327454,0.989983916,385.1681519,53.56956482,0.994991004,425.2450256,64.43658447,0.805293798,362.1674194,63.39764404,0.91711241,446.2601318,131.6866913,0.996039987,329.3735046,137.6910095,0.999052346,485.9518738,207.8199158,0.973944366,284.3323975,203.5748901,0.993309855,491.2436829,274.9352417,0.967051744,234.9185944,216.2565308,0.987353563,425.5292969,312.5388489,0.995977104,348.8838806,314.8101807,0.997662425,429.9596558,437.4811707,0.772986889,344.1030884,443.334198,0.841329336,425.9085388,480,0.087788701,345.1952515,480,0.113165975
30,1.78E+12,1.588,396.4799805,65.40237427,0.998064339,410.1005249,54.3913269,0.990463078,384.3222656,53.58859253,0.993928075,425.0314331,65.12612915,0.838833034,362.5531311,63.55204773,0.895875216,446.7196045,132.0312653,0.995937467,329.3659973,137.9333649,0.9988451,486.7632446,205.9537659,0.973955452,282.8710938,202.3042603,0.991514206,487.7236633,270.6567993,0.967137039,237.2358246,213.9827881,0.984755576,424.9102783,312.2458191,0.995676816,348.1702881,314.3429871,0.997253001,428.7703247,437.6807861,0.76852721,345.0249634,442.7880554,0.826635182,424.6478271,480,0.087938622,346.7392883,480,0.109054759
31,1.78E+12,1.635,390.6763916,65.73040771,0.997921884,404.4625854,54.39407349,0.991554201,379.1994019,54.18411255,0.992582679,421.2432861,64.40513611,0.882353246,359.9750977,64.25906372,0.846470654,445.3935547,128.4622345,0.99574393,329.1061096,138.5998688,0.998637736,489.9689026,200.4564819,0.974344015,286.1274414,203.4618835,0.990222692,465.4762878,246.9053802,0.969638824,243.2768555,198.5178833,0.983176827,421.1881104,311.617981,0.995463431,344.1262817,314.3088379,0.996940255,428.1955566,432.5959167,0.788462579,341.1494751,436.3245239,0.836447954,428.1335449,480,0.105502114,341.1871643,478.5089722,0.12938188
32,1.78E+12,1.681,390.3637085,65.61604309,0.996538877,403.8770752,53.61561584,0.985753417,378.66922,54.28033447,0.987879574,421.2899475,62.51104736,0.836141229,360.3432922,63.80711365,0.828600228,448.2082825,129.298584,0.993700504,330.7250671,136.1257935,0.998454094,483.6030273,209.9496613,0.962893546,289.5667419,205.8044739,0.989590108,451.2787476,238.4152374,0.954760492,241.7004089,194.6905823,0.979676008,423.2614746,317.2802734,0.993624568,345.2097168,318.4825439,0.996269584,429.1192017,441.0162354,0.69059366,341.4760742,443.6104431,0.780412793,424.0384521,480,0.064788163,344.1190186,480,0.088364281
33,1.78E+12,1.728,390.1516724,65.86238098,0.996290684,403.4284363,53.74421692,0.9838081,378.3694153,54.58921814,0.988328457,420.4352112,62.48403931,0.831106722,360.1144409,64.28216553,0.848806858,448.5986023,129.9073181,0.992958307,330.6265259,135.8411713,0.998641431,481.5563965,211.428009,0.951003611,288.8136597,205.1593323,0.990249336,440.0947876,227.2953796,0.941251993,239.9866638,191.2567749,0.979051709,423.1172485,317.4227905,0.993088067,344.8228455,317.8738098,0.99646914,427.6853027,441.8803711,0.691233397,340.5422668,442.5904236,0.801904261,421.6878357,480,0.069361292,343.7294006,480,0.101988085
34,1.78E+12,1.774,390.1516724,65.86238098,0.996290684,403.4284363,53.74421692,0.9838081,378.3694153,54.58921814,0.988328457,420.4352112,62.48403931,0.831106722,360.1144409,64.28216553,0.848806858,448.5986023,129.9073181,0.992958307,330.6265259,135.8411713,0.998641431,481.5563965,211.428009,0.951003611,288.8136597,205.1593323,0.990249336,440.0947876,227.2953796,0.941251993,239.9866638,191.2567749,0.979051709,423.1172485,317.4227905,0.993088067,344.8228455,317.8738098,0.99646914,427.6853027,441.8803711,0.691233397,340.5422668,442.5904236,0.801904261,421.6878357,480,0.069361292,343.7294006,480,0.101988085
35,1.78E+12,1.821,387.5266724,65.84014893,0.996749401,401.8634949,53.44351196,0.987155914,375.6847839,53.98651123,0.988016605,420.9418945,62.51547241,0.850375473,357.8398132,63.5403595,0.784157515,445.8766479,130.9682007,0.992480397,332.3261414,133.753006,0.998225272,470.6808167,215.769516,0.958957374,292.0313416,203.6834106,0.989433587,412.0457458,218.8279419,0.957581162,243.659668,189.0650635,0.981556177,419.0561218,319.3859253,0.992479444,342.4553528,317.9645996,0.995731771,425.8734741,440.64151,0.697494864,338.7330933,437.1881409,0.789307892,424.1152954,480,0.071329549,340.4142456,477.5257263,0.099691175
36,1.78E+12,1.867,386.4056396,65.75028992,0.996655345,400.8040161,53.26409912,0.98748976,374.7221375,53.85372925,0.987080634,420.6438904,62.40159607,0.857992113,357.9205933,63.50946045,0.754381478,444.3933716,131.6807251,0.991520941,334.4064331,133.130188,0.998029888,463.7935791,218.9039917,0.955396771,293.1448059,203.6577454,0.988835037,397.8013916,214.1851196,0.953871667,246.1214447,184.848938,0.980494976,417.6904297,323.9675903,0.991137803,342.6963196,321.770752,0.995037854,424.8502808,441.3384705,0.66810894,337.5393066,436.37146,0.767630935,426.2409058,480,0.066911526,338.110199,476.5089417,0.094854929
37,1.78E+12,1.914,385.3746948,65.38380432,0.996854246,400.0249939,53.15211487,0.989224136,374.2053833,53.4054718,0.986175954,420.1995239,62.92391968,0.875008523,358.216217,63.1867981,0.708935797,441.5003967,132.6502991,0.992391884,334.7583618,132.4295044,0.997394443,459.228363,219.9486084,0.966249585,293.4368286,202.6810913,0.985965371,390.1098938,210.0985718,0.964902222,248.2983093,182.2820892,0.978431761,411.6916199,327.4042053,0.990816474,338.1169434,324.4725342,0.993660271,422.1010742,448.9754639,0.621089935,335.3988037,442.6445313,0.687260807,428.3142395,480,0.048614342,335.430603,480,0.061077181
38,1.78E+12,1.962,383.9734802,65.7117157,0.996222734,399.0520325,53.36920166,0.989188135,372.995636,53.82798767,0.981082797,421.0135498,63.04803467,0.893119812,358.1448669,63.74414063,0.611565053,440.890686,132.4842377,0.991628647,336.166687,132.0528259,0.996618867,455.215332,218.5168152,0.968114436,289.01828,199.6091309,0.98311168,381.7027588,208.5534821,0.967825472,246.9187317,179.3316803,0.976301491,410.1877441,324.7342224,0.991253078,337.5827942,321.6464844,0.993352771,420.0330811,448.6635742,0.654629946,334.8110657,441.9679871,0.697823644,431.0253296,480,0.0567834,333.6089172,480,0.068028778
39,1.78E+12,2.009,380.8612061,66.08256531,0.995955706,396.5994873,53.52236938,0.992453516,370.2515259,53.86912537,0.970275044,420.9263306,62.60180664,0.930636883,357.6959229,62.63920593,0.414293766,436.1256104,131.9879608,0.991919398,343.0499268,127.9370728,0.992598414,426.2810364,212.1929932,0.978470862,296.5422974,184.7368774,0.965506017,338.218689,198.9582672,0.974776208,253.9495544,169.736908,0.960952818,411.3589478,332.9958496,0.991686881,343.3535461,328.787323,0.990280211,423.6052856,458.8525391,0.63870132,335.1907959,450.9365234,0.583292246,439.8457642,480,0.051572826,328.8677368,480,0.048021629
40,1.78E+12,2.055,380.6245422,66.16120911,0.99502939,396.1917114,53.0695343,0.991493464,369.7116699,53.77352905,0.960720539,421.2799072,61.12945557,0.924402297,357.5031433,61.7666626,0.346120834,435.4430542,131.6178589,0.991382182,346.3621216,125.646759,0.988726854,422.8731995,212.7463684,0.979764462,303.7061768,181.6924591,0.951149642,329.901947,197.9577942,0.976153135,269.4703979,168.6122742,0.950790644,408.9575195,335.1969604,0.991465032,342.6777954,330.1842651,0.988191187,423.9620361,460.3273315,0.650633335,335.7411194,451.467041,0.560676813,441.9235229,480,0.056526288,326.0072937,480,0.047879796
41,1.78E+12,2.102,379.6626892,65.97470093,0.994442642,395.8075256,52.75390625,0.991110206,368.6941223,52.90325928,0.954248965,421.0093384,60.69844055,0.920386851,356.0435486,60.07325745,0.323808521,433.2677612,130.5128174,0.991815865,346.4321594,127.5258942,0.984704971,417.9935913,210.6511688,0.981587648,315.1942139,191.2990112,0.927391529,319.9837036,197.8386078,0.976412177,279.6576233,179.379425,0.932560861,408.7837219,338.0732117,0.991277218,343.7042236,334.2019958,0.985417485,426.0667419,459.7839966,0.665796638,340.3777771,452.1787109,0.533187211,440.7549438,480,0.063866839,333.9193726,480,0.047983933
